# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           dP_int/dT (e^2+e^3) [MeV^3] p^(2)   p^(3)
3.733042E-01        -1.887966E-04        +2.346146E-05
3.729689E-01        -1.881448E-04        +2.338795E-05
3.726338E-01        -1.874975E-04        +2.331495E-05
3.722991E-01        -1.868555E-04        +2.324245E-05
3.719646E-01        -1.862134E-04        +2.316996E-05
3.716305E-01        -1.855714E-04        +2.309746E-05
3.712967E-01        -1.849341E-04        +2.302547E-05
3.709631E-01        -1.842971E-04        +2.295347E-05
3.706299E-01        -1.836598E-04        +2.288148E-05
3.702969E-01        -1.830275E-04        +2.280996E-05
3.699643E-01        -1.823954E-04        +2.273849E-05
3.696319E-01        -1.817678E-04        +2.266697E-05
3.692999E-01        -1.811408E-04        +2.259599E-05
3.689681E-01        -1.805132E-04        +2.252546E-05
3.686367E-01        -1.798909E-04        +2.245500E-05
3.683055E-01        -1.792732E-04        +2.238448E-05
3.679747E-01        -1.786561E-04        +2.231449E-05
3.676441E-01        -1.780384E-04        +2.224449E-05
3.673139E-01        -1.774261E-04        +2.217499E-05
3.669839E-01        -1.768135E-04        +2.210551E-05
3.666542E-01        -1.762009E-04        +2.203599E-05
3.663249E-01        -1.755933E-04        +2.196701E-05
3.659958E-01        -1.749859E-04        +2.189801E-05
3.656670E-01        -1.743780E-04        +2.182949E-05
3.653385E-01        -1.737753E-04        +2.176102E-05
3.650103E-01        -1.731726E-04        +2.169250E-05
3.646824E-01        -1.725747E-04        +2.162451E-05
3.643548E-01        -1.719772E-04        +2.155651E-05
3.640275E-01        -1.713793E-04        +2.148852E-05
3.637005E-01        -1.707865E-04        +2.142101E-05
3.633738E-01        -1.701985E-04        +2.135354E-05
3.630474E-01        -1.696109E-04        +2.128603E-05
3.627213E-01        -1.690229E-04        +2.121952E-05
3.623954E-01        -1.684351E-04        +2.115304E-05
3.620699E-01        -1.678470E-04        +2.108605E-05
3.617446E-01        -1.672640E-04        +2.101953E-05
3.614197E-01        -1.666859E-04        +2.095355E-05
3.610950E-01        -1.661080E-04        +2.088755E-05
3.607706E-01        -1.655297E-04        +2.082155E-05
3.604465E-01        -1.649566E-04        +2.075603E-05
3.601227E-01        -1.643835E-04        +2.069056E-05
3.597992E-01        -1.638103E-04        +2.062504E-05
3.594760E-01        -1.632419E-04        +2.056005E-05
3.591531E-01        -1.626788E-04        +2.049506E-05
3.588305E-01        -1.621157E-04        +2.043055E-05
3.585081E-01        -1.615523E-04        +2.036607E-05
3.581861E-01        -1.609891E-04        +2.030156E-05
3.578643E-01        -1.604257E-04        +2.023756E-05
3.575428E-01        -1.598671E-04        +2.017356E-05
3.572216E-01        -1.593137E-04        +2.010957E-05
3.569007E-01        -1.587603E-04        +2.004605E-05
3.565801E-01        -1.582069E-04        +1.998306E-05
3.562598E-01        -1.576535E-04        +1.992007E-05
3.559398E-01        -1.571048E-04        +1.985708E-05
3.556200E-01        -1.565565E-04        +1.979408E-05
3.553006E-01        -1.560078E-04        +1.973110E-05
3.549814E-01        -1.554642E-04        +1.966857E-05
3.546625E-01        -1.549205E-04        +1.960657E-05
3.543439E-01        -1.543816E-04        +1.954458E-05
3.540256E-01        -1.538433E-04        +1.948259E-05
3.537076E-01        -1.533044E-04        +1.942060E-05
3.533898E-01        -1.527706E-04        +1.935859E-05
3.530724E-01        -1.522370E-04        +1.929709E-05
3.527552E-01        -1.517032E-04        +1.923609E-05
3.524383E-01        -1.511741E-04        +1.917509E-05
3.521217E-01        -1.506455E-04        +1.911410E-05
3.518054E-01        -1.501164E-04        +1.905358E-05
3.514894E-01        -1.495926E-04        +1.899312E-05
3.511736E-01        -1.490685E-04        +1.893259E-05
3.508581E-01        -1.485493E-04        +1.887259E-05
3.505430E-01        -1.480307E-04        +1.881261E-05
3.502281E-01        -1.475115E-04        +1.875261E-05
3.499135E-01        -1.469974E-04        +1.869262E-05
3.495991E-01        -1.464833E-04        +1.863309E-05
3.492851E-01        -1.459693E-04        +1.857410E-05
3.489713E-01        -1.454552E-04        +1.851510E-05
3.486578E-01        -1.449457E-04        +1.845611E-05
3.483446E-01        -1.444368E-04        +1.839711E-05
3.480317E-01        -1.439274E-04        +1.833860E-05
3.477190E-01        -1.434231E-04        +1.828012E-05
3.474067E-01        -1.429189E-04        +1.822161E-05
3.470946E-01        -1.424194E-04        +1.816361E-05
3.467828E-01        -1.419203E-04        +1.810562E-05
3.464713E-01        -1.414208E-04        +1.804763E-05
3.461600E-01        -1.409216E-04        +1.799009E-05
3.458491E-01        -1.404267E-04        +1.793264E-05
3.455384E-01        -1.399375E-04        +1.787511E-05
3.452280E-01        -1.394431E-04        +1.781812E-05
3.449179E-01        -1.389534E-04        +1.776113E-05
3.446080E-01        -1.384641E-04        +1.770413E-05
3.442985E-01        -1.379744E-04        +1.764761E-05
3.439892E-01        -1.374898E-04        +1.759162E-05
3.436802E-01        -1.370052E-04        +1.753515E-05
3.433714E-01        -1.365204E-04        +1.747862E-05
3.430630E-01        -1.360406E-04        +1.742264E-05
3.427548E-01        -1.355612E-04        +1.736711E-05
3.424469E-01        -1.350813E-04        +1.731164E-05
3.421393E-01        -1.346066E-04        +1.725612E-05
3.418319E-01        -1.341317E-04        +1.720065E-05
3.415248E-01        -1.336569E-04        +1.714512E-05
3.412180E-01        -1.331868E-04        +1.709013E-05
3.409115E-01        -1.327172E-04        +1.703561E-05
3.406053E-01        -1.322472E-04        +1.698115E-05
3.402993E-01        -1.317822E-04        +1.692615E-05
3.399936E-01        -1.313173E-04        +1.687162E-05
3.396882E-01        -1.308524E-04        +1.681763E-05
3.393830E-01        -1.303873E-04        +1.676363E-05
3.390782E-01        -1.299271E-04        +1.670965E-05
3.387736E-01        -1.294674E-04        +1.665612E-05
3.384692E-01        -1.290069E-04        +1.660264E-05
3.381652E-01        -1.285519E-04        +1.654913E-05
3.378614E-01        -1.280968E-04        +1.649613E-05
3.375579E-01        -1.276416E-04        +1.644314E-05
3.372547E-01        -1.271912E-04        +1.639015E-05
3.369517E-01        -1.267413E-04        +1.633715E-05
3.366490E-01        -1.262907E-04        +1.628415E-05
3.363466E-01        -1.258455E-04        +1.623163E-05
3.360445E-01        -1.254003E-04        +1.617964E-05
3.357426E-01        -1.249549E-04        +1.612764E-05
3.354410E-01        -1.245096E-04        +1.607518E-05
3.351396E-01        -1.240688E-04        +1.602311E-05
3.348386E-01        -1.236288E-04        +1.597166E-05
3.345378E-01        -1.231880E-04        +1.592013E-05
3.342373E-01        -1.227526E-04        +1.586867E-05
3.339370E-01        -1.223171E-04        +1.581713E-05
3.336370E-01        -1.218816E-04        +1.576613E-05
3.333373E-01        -1.214461E-04        +1.571514E-05
3.330379E-01        -1.210152E-04        +1.566415E-05
3.327387E-01        -1.205849E-04        +1.561362E-05
3.324398E-01        -1.201540E-04        +1.556316E-05
3.321412E-01        -1.197284E-04        +1.551264E-05
3.318428E-01        -1.193027E-04        +1.546264E-05
3.315447E-01        -1.188770E-04        +1.541264E-05
